stock,date,daily_sentiment,sentiment_3d_avg,sentiment_momentum
A,2009-04-29,0.0,0.0,0.0
A,2009-06-01,0.0,0.0,0.0
A,2009-06-02,0.0,0.0,0.0
A,2009-07-14,0.51147,0.17049,0.34098
A,2009-07-30,0.0,0.17049,-0.17049
A,2009-08-04,0.0,0.17049,-0.17049
A,2009-08-06,-0.0156,-0.0052,-0.0104
A,2009-08-07,0.056425,0.013609,0.042817
A,2009-08-08,-0.513664,-0.157613,-0.356051
A,2009-08-09,0.104932,-0.117435,0.222368
A,2009-08-10,0.060738,-0.115998,0.176736
A,2009-08-11,0.270895,0.145522,0.125373
A,2009-08-12,0.142433,0.158022,-0.015589
A,2009-08-13,0.187506,0.200278,-0.012772
A,2009-08-14,0.065021,0.131653,-0.066632
A,2009-08-15,-0.071875,0.060217,-0.132092
A,2009-08-16,0.147462,0.04687,0.100592
A,2009-08-17,0.047867,0.041151,0.006715
A,2009-08-18,0.127198,0.107509,0.019689
A,2009-08-19,0.0,0.058355,-0.058355
A,2009-08-20,0.0,0.042399,-0.042399
A,2009-08-23,0.0,0.0,0.0
A,2009-08-25,-0.316739,-0.10558,-0.211159
A,2009-08-26,-0.475108,-0.263949,-0.211159
A,2009-08-27,0.0,-0.263949,0.263949
A,2009-08-28,0.0,-0.158369,0.158369
A,2009-08-29,0.0,0.0,0.0
A,2009-08-30,-0.16568,-0.055227,-0.110453
A,2009-08-31,-0.323975,-0.163218,-0.160757
A,2009-09-01,-0.108807,-0.199487,0.09068
A,2009-09-02,-0.186551,-0.206444,0.019893
A,2009-09-03,0.0,-0.098453,0.098453
A,2009-09-04,-0.227127,-0.137893,-0.089234
A,2009-09-05,0.0,-0.075709,0.075709
A,2009-09-06,-0.70616,-0.311095,-0.395064
A,2009-09-07,0.0,-0.235387,0.235387
A,2009-09-08,0.148053,-0.186035,0.334089
A,2009-09-09,-0.131384,0.005556,-0.136941
A,2009-09-10,-0.102143,-0.028491,-0.073652
A,2009-09-11,0.236584,0.001019,0.235565
A,2009-09-12,0.0,0.044814,-0.044814
A,2009-09-13,-0.19353,0.014351,-0.207881
A,2009-09-14,-0.001494,-0.065008,0.063514
A,2009-09-15,-0.194929,-0.129984,-0.064945
A,2009-10-05,0.0,-0.065474,0.065474
A,2009-11-05,0.0,-0.064976,0.064976
A,2009-11-13,0.0,0.0,0.0
A,2009-11-22,0.0,0.0,0.0
A,2009-12-22,0.0,0.0,0.0
A,2010-02-12,0.0,0.0,0.0
A,2010-02-17,0.0,0.0,0.0
A,2010-03-10,0.906732,0.302244,0.604488
A,2010-03-11,0.616112,0.507615,0.108498
A,2010-03-23,-0.747366,0.258493,-1.005859
A,2010-03-24,-0.747366,-0.292874,-0.454493
A,2010-03-26,0.0,-0.498244,0.498244
A,2010-04-20,0.0,-0.249122,0.249122
A,2010-04-29,0.755591,0.251864,0.503728
A,2010-05-04,0.0,0.251864,-0.251864
A,2010-05-11,0.0,0.251864,-0.251864
A,2010-05-17,-0.238908,-0.079636,-0.159272
A,2010-05-18,0.224394,-0.004838,0.229232
A,2010-05-19,0.0,-0.004838,0.004838
A,2010-05-20,0.0,0.074798,-0.074798
A,2010-05-24,0.0,0.0,0.0
A,2010-06-01,0.0,0.0,0.0
A,2010-06-08,0.0,0.0,0.0
A,2010-06-30,-0.587185,-0.195728,-0.391457
A,2010-08-16,0.0,-0.195728,0.195728
A,2010-08-17,0.23201,-0.118392,0.350402
A,2010-08-25,0.0,0.077337,-0.077337
A,2010-08-26,-0.454281,-0.07409,-0.38019
A,2010-09-06,0.0,-0.151427,0.151427
A,2010-09-13,0.0,-0.151427,0.151427
A,2010-09-20,0.0,0.0,0.0
A,2010-10-06,0.0,0.0,0.0
A,2010-10-07,0.0,0.0,0.0
A,2010-10-12,0.400165,0.133388,0.266776
A,2010-10-28,0.0,0.133388,-0.133388
A,2010-11-08,0.0,0.133388,-0.133388
A,2010-11-10,0.0,0.0,0.0
A,2010-11-12,-0.074269,-0.024756,-0.049513
A,2010-11-15,0.837552,0.254427,0.583124
A,2010-11-16,-0.279152,0.161377,-0.440529
A,2010-11-17,0.0,0.186133,-0.186133
A,2010-11-29,0.938357,0.219735,0.718622
A,2010-12-15,0.608794,0.515717,0.093077
A,2010-12-17,0.0,0.515717,-0.515717
A,2010-12-28,0.0,0.202931,-0.202931
A,2011-01-04,0.0,0.0,0.0
A,2011-01-10,0.0,0.0,0.0
A,2011-01-11,0.0,0.0,0.0
A,2011-01-12,0.0,0.0,0.0
A,2011-01-13,0.0,0.0,0.0
A,2011-01-19,0.0,0.0,0.0
A,2011-01-25,0.0,0.0,0.0
A,2011-02-11,0.904096,0.301365,0.602731
A,2011-02-13,0.0,0.301365,-0.301365
A,2011-02-14,0.113911,0.339336,-0.225425
A,2011-02-15,0.556526,0.223479,0.333047
A,2011-02-22,0.0,0.223479,-0.223479
A,2011-02-28,0.0,0.185509,-0.185509
A,2011-03-01,0.0,0.0,0.0
A,2011-03-02,0.944602,0.314867,0.629735
A,2011-03-04,0.0,0.314867,-0.314867
A,2011-03-05,0.0,0.314867,-0.314867
A,2011-03-10,0.0,0.0,0.0
A,2011-03-11,0.0,0.0,0.0
A,2011-03-21,0.0,0.0,0.0
A,2011-03-24,0.873328,0.291109,0.582218
A,2011-04-01,0.0,0.291109,-0.291109
A,2011-04-24,0.0,0.291109,-0.291109
A,2011-04-26,0.802514,0.267505,0.535009
A,2011-04-29,0.0,0.267505,-0.267505
A,2011-05-12,0.0,0.267505,-0.267505
A,2011-05-13,0.271045,0.090348,0.180697
A,2011-05-16,0.63645,0.302498,0.333952
A,2011-05-31,0.798676,0.568724,0.229952
A,2011-06-02,0.0,0.478375,-0.478375
A,2011-06-03,0.0,0.266225,-0.266225
A,2011-06-06,0.0,0.0,0.0
A,2011-06-07,0.917927,0.305976,0.611951
A,2011-06-09,0.282586,0.400171,-0.117585
A,2011-06-16,0.0,0.400171,-0.400171
A,2011-06-20,0.0,0.094195,-0.094195
A,2011-06-21,0.910736,0.303579,0.607158
A,2011-06-22,0.0,0.303579,-0.303579
A,2011-06-28,0.0,0.303579,-0.303579
A,2011-07-05,0.0,0.0,0.0
A,2011-07-08,0.0,0.0,0.0
A,2011-07-11,0.0,0.0,0.0
A,2011-07-15,0.897865,0.299288,0.598577
A,2011-07-16,0.0,0.299288,-0.299288
A,2011-07-18,-0.975359,-0.025831,-0.949527
A,2011-07-21,0.0,-0.32512,0.32512
A,2011-07-24,0.950701,-0.008219,0.95892
A,2011-07-25,0.0,0.3169,-0.3169
A,2011-07-27,0.0,0.3169,-0.3169
A,2011-07-28,0.0,0.0,0.0
A,2011-08-01,0.0,0.0,0.0
A,2011-08-02,0.0,0.0,0.0
A,2011-08-07,-0.681859,-0.227286,-0.454572
A,2011-08-08,-0.681859,-0.454572,-0.227286
A,2011-08-10,0.946976,-0.138914,1.08589
A,2011-08-12,0.0,0.088372,-0.088372
A,2011-08-14,0.0,0.315659,-0.315659
A,2011-08-15,0.338328,0.112776,0.225552
A,2011-08-16,-0.405777,-0.022483,-0.383294
A,2011-09-08,-0.852907,-0.306785,-0.546122
A,2011-09-16,0.0,-0.419561,0.419561
A,2011-09-20,0.0,-0.284302,0.284302
A,2011-10-06,0.0,0.0,0.0
A,2011-10-17,0.933916,0.311305,0.622611
A,2011-10-24,0.0,0.311305,-0.311305
A,2011-10-27,0.905484,0.613133,0.29235
A,2011-11-11,0.946976,0.617487,0.329489
A,2011-11-13,0.0,0.617487,-0.617487
A,2011-11-14,0.946976,0.631317,0.315659
A,2011-11-15,0.159354,0.368777,-0.209423
A,2011-11-16,0.347491,0.484607,-0.137116
A,2011-12-01,0.0,0.168948,-0.168948
A,2011-12-15,-0.513943,-0.055484,-0.458459
A,2011-12-16,0.0,-0.171314,0.171314
A,2011-12-20,-0.29229,-0.268744,-0.023546
A,2011-12-21,0.833142,0.180284,0.652858
A,2011-12-22,-0.925713,-0.128287,-0.797426
A,2011-12-28,0.0,-0.030857,0.030857
A,2012-01-04,0.0,-0.308571,0.308571
A,2012-01-06,0.0,0.0,0.0
A,2012-01-09,0.0,0.0,0.0
A,2012-01-10,0.0,0.0,0.0
A,2012-01-18,0.0,0.0,0.0
A,2012-01-23,0.0,0.0,0.0
A,2012-01-31,-0.882384,-0.294128,-0.588256
A,2012-02-12,0.0,-0.294128,0.294128
A,2012-02-13,0.0,-0.294128,0.294128
A,2012-02-15,-0.211102,-0.070367,-0.140734
A,2012-02-16,0.661328,0.150075,0.511252
A,2012-03-05,0.0,0.150075,-0.150075
A,2012-03-06,0.852686,0.504671,0.348015
A,2012-03-12,0.0,0.284229,-0.284229
A,2012-03-26,0.0,0.284229,-0.284229
A,2012-04-05,0.0,0.0,0.0
A,2012-04-09,0.0,0.0,0.0
A,2012-04-11,0.0,0.0,0.0
A,2012-04-19,0.815003,0.271668,0.543335
A,2012-04-27,0.0,0.271668,-0.271668
A,2012-05-14,0.204822,0.339942,-0.135119
A,2012-05-15,0.218498,0.141107,0.077391
A,2012-05-16,0.0,0.141107,-0.141107
A,2012-05-17,-0.191975,0.008841,-0.200816
A,2012-05-22,0.803722,0.203916,0.599806
A,2012-05-30,0.0,0.203916,-0.203916
A,2012-06-04,0.0,0.267907,-0.267907
A,2012-06-08,0.0,0.0,0.0
A,2012-06-15,0.183114,0.061038,0.122076
A,2012-06-18,0.0,0.061038,-0.061038
A,2012-06-19,0.0,0.061038,-0.061038
A,2012-06-25,0.0,0.0,0.0
A,2012-06-28,0.0,0.0,0.0
A,2012-06-29,0.0,0.0,0.0
A,2012-07-02,0.0,0.0,0.0
A,2012-07-03,0.0,0.0,0.0
A,2012-07-05,0.0,0.0,0.0
A,2012-07-09,0.0,0.0,0.0
A,2012-07-10,0.585215,0.195072,0.390143
A,2012-07-16,0.391239,0.325485,0.065755
A,2012-07-17,0.0,0.325485,-0.325485
A,2012-07-20,0.0,0.130413,-0.130413
A,2012-07-23,0.884185,0.294728,0.589457
A,2012-07-30,0.0,0.294728,-0.294728
A,2012-07-31,0.0,0.294728,-0.294728
A,2012-08-02,0.89694,0.29898,0.59796
A,2012-08-07,0.0,0.29898,-0.29898
A,2012-08-09,0.0,0.29898,-0.29898
A,2012-08-10,0.0,0.0,0.0
A,2012-08-13,0.0,0.0,0.0
A,2012-08-15,0.155179,0.051726,0.103452
A,2012-08-16,-0.430012,-0.091611,-0.338401
A,2012-08-17,0.933233,0.219467,0.713766
A,2012-08-21,0.883458,0.462226,0.421232
A,2012-08-24,0.0,0.605564,-0.605564
A,2012-08-31,0.0,0.294486,-0.294486
A,2012-09-07,0.637021,0.21234,0.424681
A,2012-09-10,0.0,0.21234,-0.21234
A,2012-09-14,0.0,0.21234,-0.21234
A,2012-09-18,0.0,0.0,0.0
A,2012-09-27,0.0,0.0,0.0
A,2012-10-03,0.0,0.0,0.0
A,2012-10-04,0.0,0.0,0.0
A,2012-10-05,0.0,0.0,0.0
A,2012-10-08,0.0,0.0,0.0
A,2012-10-11,0.0,0.0,0.0
A,2012-10-15,0.0,0.0,0.0
A,2012-10-16,-0.188055,-0.062685,-0.12537
A,2012-10-23,-0.964689,-0.384248,-0.580441
A,2012-10-26,0.0,-0.384248,0.384248
A,2012-10-31,0.0,-0.321563,0.321563
A,2012-11-01,0.0,0.0,0.0
A,2012-11-07,0.896133,0.298711,0.597422
A,2012-11-13,0.0,0.298711,-0.298711
A,2012-11-14,0.0,0.298711,-0.298711
A,2012-11-18,0.0,0.0,0.0
A,2012-11-19,0.086261,0.028754,0.057507
A,2012-11-20,-0.500824,-0.138188,-0.362636
A,2012-11-26,0.0,-0.138188,0.138188
A,2012-11-28,0.0,-0.166941,0.166941
A,2012-12-04,0.0,0.0,0.0
A,2012-12-07,0.0,0.0,0.0
A,2012-12-10,0.0,0.0,0.0
A,2012-12-11,0.0,0.0,0.0
A,2012-12-18,0.0,0.0,0.0
A,2012-12-20,0.257567,0.085856,0.171711
A,2012-12-25,0.0,0.085856,-0.085856
A,2012-12-31,0.0,0.085856,-0.085856
A,2013-01-04,0.0,0.0,0.0
A,2013-01-07,0.0,0.0,0.0
A,2013-01-08,0.0,0.0,0.0
A,2013-01-09,0.0,0.0,0.0
A,2013-01-14,0.0,0.0,0.0
A,2013-01-15,0.0,0.0,0.0
A,2013-01-17,0.895932,0.298644,0.597288
A,2013-01-18,0.0,0.298644,-0.298644
A,2013-01-20,0.764545,0.553492,0.211053
A,2013-01-21,0.0,0.254848,-0.254848
A,2013-01-28,0.503956,0.422833,0.081122
A,2013-01-30,0.522533,0.342163,0.18037
A,2013-01-31,0.0,0.342163,-0.342163
A,2013-02-01,0.0,0.174178,-0.174178
A,2013-02-05,0.0,0.0,0.0
A,2013-02-12,0.0,0.0,0.0
A,2013-02-13,0.0,0.0,0.0
A,2013-02-14,-0.23127,-0.07709,-0.15418
A,2013-02-15,-0.485886,-0.239052,-0.246834
A,2013-02-20,0.627835,-0.029774,0.657609
A,2013-02-26,0.0,0.047316,-0.047316
A,2013-03-05,0.910295,0.51271,0.397585
A,2013-03-06,0.594328,0.501541,0.092787
A,2013-03-08,0.797116,0.767246,0.02987
A,2013-03-11,0.0,0.463814,-0.463814
A,2013-03-19,0.0,0.265705,-0.265705
A,2013-03-27,0.0,0.0,0.0
A,2013-04-08,0.0,0.0,0.0
A,2013-04-09,0.0,0.0,0.0
A,2013-04-10,0.0,0.0,0.0
A,2013-04-18,0.0,0.0,0.0
A,2013-04-19,0.0,0.0,0.0
A,2013-04-29,-0.479528,-0.159843,-0.319685
A,2013-05-10,0.0,-0.159843,0.159843
A,2013-05-11,0.0,-0.159843,0.159843
A,2013-05-12,0.0,0.0,0.0
A,2013-05-13,0.802639,0.267546,0.535092
A,2013-05-14,-0.084657,0.239327,-0.323984
A,2013-05-15,0.141057,0.286346,-0.145289
A,2013-05-20,0.0,0.0188,-0.0188
A,2013-05-22,0.776006,0.305688,0.470318
A,2013-06-03,0.307687,0.361231,-0.053544
A,2013-06-18,0.0,0.361231,-0.361231
A,2013-06-20,0.0,0.102562,-0.102562
A,2013-06-25,-0.617681,-0.205894,-0.411787
A,2013-06-27,0.0,-0.205894,0.205894
A,2013-07-05,-0.968246,-0.528642,-0.439603
A,2013-07-15,0.0,-0.322749,0.322749
A,2013-08-01,-0.899071,-0.622439,-0.276632
A,2013-08-09,-0.936813,-0.611962,-0.324852
A,2013-08-11,0.0,-0.611962,0.611962
A,2013-08-12,0.0,-0.312271,0.312271
A,2013-08-13,0.707518,0.235839,0.471679
A,2013-08-14,-0.051566,0.218651,-0.270217
A,2013-08-15,0.554413,0.403455,0.150958
A,2013-08-16,0.0,0.167616,-0.167616
A,2013-08-21,0.689868,0.41476,0.275108
A,2013-08-27,0.0,0.229956,-0.229956
A,2013-08-29,0.0,0.229956,-0.229956
A,2013-09-06,0.0,0.0,0.0
A,2013-09-10,0.0,0.0,0.0
A,2013-09-12,0.0,0.0,0.0
A,2013-09-19,-0.123077,-0.041026,-0.082051
A,2013-09-20,0.430592,0.102505,0.328087
A,2013-09-23,0.0,0.102505,-0.102505
A,2013-09-25,0.0,0.143531,-0.143531
A,2013-09-27,0.0,0.0,0.0
A,2013-10-01,-0.40658,-0.135527,-0.271053
A,2013-10-09,0.0,-0.135527,0.135527
A,2013-10-15,0.0,-0.135527,0.135527
A,2013-10-16,0.887483,0.295828,0.591655
A,2013-10-17,0.887483,0.591655,0.295828
A,2013-10-21,0.0,0.591655,-0.591655
A,2013-10-22,0.0,0.295828,-0.295828
A,2013-10-28,0.0,0.0,0.0
A,2013-10-30,0.0,0.0,0.0
A,2013-11-04,-0.957175,-0.319058,-0.638117
A,2013-11-10,0.0,-0.319058,0.319058
A,2013-11-12,-0.786617,-0.581264,-0.205353
A,2013-11-14,0.261496,-0.17504,0.436536
A,2013-11-15,0.655296,0.043392,0.611904
A,2013-11-18,0.446127,0.454306,-0.008179
A,2013-11-22,0.918584,0.673336,0.245248
A,2013-11-25,0.0,0.454904,-0.454904
A,2013-12-02,0.0,0.306195,-0.306195
A,2013-12-12,0.816885,0.272295,0.54459
A,2013-12-13,0.0,0.272295,-0.272295
A,2014-01-06,0.454734,0.423873,0.030861
A,2014-01-07,0.0,0.151578,-0.151578
A,2014-01-09,0.808921,0.421218,0.387703
A,2014-01-12,0.0,0.26964,-0.26964
A,2014-01-13,0.0,0.26964,-0.26964
A,2014-02-05,0.935654,0.311885,0.623769
A,2014-02-06,0.855679,0.597111,0.258568
A,2014-02-07,-0.937436,0.284632,-1.222068
A,2014-02-11,0.324515,0.080919,0.243596
A,2014-02-13,0.097264,-0.171885,0.26915
A,2014-02-14,0.099984,0.173921,-0.073937
A,2014-02-18,-0.486097,-0.096283,-0.389814
A,2014-03-03,0.0,-0.128704,0.128704
A,2014-03-10,-0.743353,-0.409817,-0.333537
A,2014-03-18,0.0,-0.247784,0.247784
A,2014-03-19,0.0,-0.247784,0.247784
A,2014-03-20,0.0,0.0,0.0
A,2014-03-25,0.0,0.0,0.0
A,2014-04-08,0.0,0.0,0.0
A,2014-04-17,-0.770931,-0.256977,-0.513954
A,2014-04-25,0.724716,-0.015405,0.740121
A,2014-05-08,0.0,-0.015405,0.015405
A,2014-05-09,0.0,0.241572,-0.241572
A,2014-05-12,0.375766,0.125255,0.250511
A,2014-05-14,0.222106,0.199291,0.022815
A,2014-05-15,-0.200894,0.132326,-0.33322
A,2014-05-19,0.72772,0.249644,0.478077
A,2014-05-21,0.0,0.175609,-0.175609
A,2014-06-03,0.0,0.242573,-0.242573
A,2014-06-04,0.0,0.0,0.0
A,2014-06-09,0.826188,0.275396,0.550792
A,2014-06-24,0.700354,0.508847,0.191507
A,2014-07-11,0.0,0.508847,-0.508847
A,2014-07-17,-0.941583,-0.08041,-0.861173
A,2014-07-23,0.928569,-0.004338,0.932907
A,2014-07-24,0.942984,0.30999,0.632994
A,2014-07-29,0.838502,0.903351,-0.06485
A,2014-07-30,0.0,0.593829,-0.593829
A,2014-07-31,0.896346,0.578282,0.318063
A,2014-08-01,0.951992,0.616113,0.33588
A,2014-08-04,0.953209,0.933849,0.01936
A,2014-08-06,0.938711,0.947971,-0.009259
A,2014-08-07,0.94669,0.946203,0.000487
A,2014-08-11,0.834862,0.906755,-0.071893
A,2014-08-13,0.936158,0.905904,0.030255
A,2014-08-14,0.150552,0.640524,-0.489972
A,2014-08-15,-0.929261,0.052483,-0.981744
A,2014-09-02,0.0,-0.25957,0.25957
A,2014-09-03,0.0,-0.309754,0.309754
A,2014-09-08,0.0,0.0,0.0
A,2014-09-15,0.372014,0.124005,0.248009
A,2014-09-17,0.0,0.124005,-0.124005
A,2014-09-18,0.0,0.124005,-0.124005
A,2014-09-19,0.0,0.0,0.0
A,2014-09-22,0.936402,0.312134,0.624268
A,2014-09-25,0.0,0.312134,-0.312134
A,2014-09-29,0.0,0.312134,-0.312134
A,2014-10-02,0.0,0.0,0.0
A,2014-10-03,0.0,0.0,0.0
A,2014-10-06,-0.304351,-0.10145,-0.202901
A,2014-10-14,-0.297516,-0.200623,-0.096894
A,2014-10-15,0.0,-0.200623,0.200623
A,2014-10-17,0.0,-0.099172,0.099172
A,2014-10-20,0.0,0.0,0.0
A,2014-10-27,0.0,0.0,0.0
A,2014-10-29,0.822172,0.274057,0.548115
A,2014-11-03,-0.277582,0.18153,-0.459112
A,2014-11-04,0.667411,0.404,0.26341
A,2014-11-06,0.0,0.129943,-0.129943
A,2014-11-12,0.0,0.22247,-0.22247
A,2014-11-14,-0.43581,-0.14527,-0.29054
A,2014-11-17,0.000991,-0.14494,0.145931
A,2014-11-18,-0.098026,-0.177615,0.079589
A,2014-11-19,0.923242,0.275402,0.64784
A,2014-12-04,0.904019,0.576412,0.327608
A,2014-12-10,0.944659,0.923973,0.020686
A,2014-12-29,0.918829,0.922502,-0.003673
A,2015-01-05,0.0,0.621163,-0.621163
A,2015-01-12,0.0,0.306276,-0.306276
A,2015-01-13,0.928914,0.309638,0.619276
A,2015-01-15,0.0,0.309638,-0.309638
A,2015-01-19,0.0,0.309638,-0.309638
A,2015-02-02,0.0,0.0,0.0
A,2015-02-10,0.0,0.0,0.0
A,2015-02-13,0.0,0.0,0.0
A,2015-02-16,0.365771,0.121924,0.243847
A,2015-02-17,0.150065,0.171945,-0.02188
A,2015-02-18,0.0,0.171945,-0.171945
A,2015-02-19,0.0,0.050022,-0.050022
A,2015-02-20,0.951263,0.317088,0.634175
A,2015-02-23,0.0,0.317088,-0.317088
A,2015-02-25,0.799359,0.583541,0.215818
A,2015-03-10,0.0,0.266453,-0.266453
A,2015-03-18,0.0,0.266453,-0.266453
A,2015-03-23,0.949465,0.316488,0.632977
A,2015-03-24,0.930798,0.626754,0.304044
A,2015-03-26,0.0,0.626754,-0.626754
A,2015-03-30,0.0,0.310266,-0.310266
A,2015-03-31,0.0,0.0,0.0
A,2015-04-03,0.0,0.0,0.0
A,2015-04-05,0.910259,0.30342,0.606839
A,2015-04-06,0.0,0.30342,-0.30342
A,2015-04-12,0.0,0.30342,-0.30342
A,2015-04-13,0.603068,0.201023,0.402045
A,2015-04-14,0.556863,0.386643,0.170219
A,2015-04-15,-0.935349,0.07486,-1.010209
A,2015-04-18,0.928793,0.183436,0.745358
A,2015-04-23,0.643699,0.212381,0.431318
A,2015-04-27,0.934583,0.835692,0.098891
A,2015-04-28,0.855772,0.811351,0.044421
A,2015-04-30,0.0,0.596785,-0.596785
A,2015-05-01,-0.625484,0.076763,-0.702247
A,2015-05-04,0.0,-0.208495,0.208495
A,2015-05-07,0.0,-0.208495,0.208495
A,2015-05-09,0.893717,0.297906,0.595811
A,2015-05-10,-0.935349,-0.013877,-0.921472
A,2015-05-13,0.467292,0.141887,0.325405
A,2015-05-15,0.0,-0.156019,0.156019
A,2015-05-17,-0.010323,0.152323,-0.162646
A,2015-05-18,-0.132162,-0.047495,-0.084667
A,2015-05-19,-0.001884,-0.048123,0.046239
A,2015-05-20,0.0,-0.044682,0.044682
A,2015-05-26,0.311528,0.103215,0.208313
A,2015-05-27,-0.935349,-0.20794,-0.727409
A,2015-05-28,0.233646,-0.130059,0.363704
A,2015-05-29,0.0,-0.233901,0.233901
A,2015-06-04,0.0,0.077882,-0.077882
A,2015-06-11,0.923984,0.307995,0.615989
A,2015-06-12,0.0,0.307995,-0.307995
A,2015-06-15,0.855742,0.593242,0.2625
A,2015-06-17,0.0,0.285247,-0.285247
A,2015-06-24,0.225712,0.360485,-0.134772
A,2015-06-25,-0.156737,0.022992,-0.179729
A,2015-07-08,0.936257,0.335077,0.601179
A,2015-07-09,0.0,0.25984,-0.25984
A,2015-07-12,-0.934837,0.000473,-0.93531
A,2015-07-13,0.895199,-0.013213,0.908412
A,2015-07-20,0.936257,0.298873,0.637384
A,2015-07-22,-0.945923,0.295178,-1.241101
A,2015-07-23,0.936257,0.308863,0.627393
A,2015-07-28,-0.934837,-0.314834,-0.620002
A,2015-08-06,0.82048,0.273967,0.546514
A,2015-08-10,-0.934837,-0.349731,-0.585106
A,2015-08-11,0.936257,0.273967,0.66229
A,2015-08-12,0.0,0.000473,-0.000473
A,2015-08-17,-0.011606,0.308217,-0.319823
A,2015-08-18,-0.070515,-0.027374,-0.043141
A,2015-08-26,0.0,-0.027374,0.027374
A,2015-08-27,0.0,-0.023505,0.023505
A,2015-09-02,0.0,0.0,0.0
A,2015-09-09,0.355755,0.118585,0.23717
A,2015-09-10,0.321397,0.225717,0.09568
A,2015-09-15,0.0,0.225717,-0.225717
A,2015-09-16,0.0,0.107132,-0.107132
A,2015-09-25,0.0,0.0,0.0
A,2015-10-02,0.858328,0.286109,0.572219
A,2015-10-05,0.862389,0.573572,0.288817
A,2015-10-09,0.729654,0.81679,-0.087137
A,2015-10-12,-0.006911,0.528377,-0.535288
A,2015-10-13,0.87899,0.533911,0.345079
A,2015-10-20,0.221982,0.364687,-0.142705
A,2015-10-21,0.0,0.36699,-0.36699
A,2015-11-05,0.668063,0.296681,0.371381
A,2015-11-16,0.109714,0.259259,-0.149545
A,2015-11-17,0.187455,0.321744,-0.134289
A,2015-11-19,-0.934837,-0.212556,-0.722281
A,2015-11-25,0.0,-0.249127,0.249127
A,2015-12-01,-0.464839,-0.466558,0.00172
A,2015-12-04,0.0,-0.154946,0.154946
A,2015-12-08,0.295484,-0.056451,0.351936
A,2015-12-09,0.236366,0.177284,0.059083
A,2015-12-11,0.0,0.177284,-0.177284
A,2015-12-20,0.0,0.078789,-0.078789
A,2015-12-22,0.0,0.0,0.0
A,2015-12-28,-0.851982,-0.283994,-0.567988
A,2015-12-30,0.0,-0.283994,0.283994
A,2016-01-06,0.0,-0.283994,0.283994
A,2016-01-07,0.634081,0.21136,0.422721
A,2016-02-05,0.0,0.21136,-0.21136
A,2016-02-10,0.0,0.21136,-0.21136
A,2016-02-15,0.895356,0.298452,0.596904
A,2016-02-16,0.051309,0.315555,-0.264246
A,2016-02-17,-0.620664,0.108667,-0.729331
A,2016-02-23,0.0,-0.189785,0.189785
A,2016-02-24,0.0,-0.206888,0.206888
A,2016-02-29,0.0,0.0,0.0
A,2016-03-01,0.0,0.0,0.0
A,2016-03-02,0.0,0.0,0.0
A,2016-03-08,0.0,0.0,0.0
A,2016-03-21,0.763493,0.254498,0.508996
A,2016-04-06,0.5322,0.431898,0.100302
A,2016-04-07,0.0,0.431898,-0.431898
A,2016-04-18,0.757397,0.429866,0.327531
A,2016-05-01,0.0,0.252466,-0.252466
A,2016-05-03,0.0,0.252466,-0.252466
A,2016-05-07,-0.643605,-0.214535,-0.42907
A,2016-05-10,0.0,-0.214535,0.214535
A,2016-05-11,-0.124767,-0.256124,0.131357
A,2016-05-15,0.894056,0.25643,0.637626
A,2016-05-16,-0.126806,0.214161,-0.340967
A,2016-05-17,0.123164,0.296805,-0.173641
A,2016-05-18,0.371359,0.122572,0.248787
A,2016-05-19,0.0,0.164841,-0.164841
A,2016-05-23,0.0,0.123786,-0.123786
A,2016-05-26,0.0,0.0,0.0
A,2016-05-27,0.740518,0.246839,0.493679
A,2016-05-31,0.0,0.246839,-0.246839
A,2016-06-05,0.926752,0.555757,0.370995
A,2016-06-08,0.0,0.308917,-0.308917
A,2016-06-20,0.0,0.308917,-0.308917
A,2016-06-27,0.0,0.0,0.0
A,2016-07-01,0.0,0.0,0.0
A,2016-07-05,0.0,0.0,0.0
A,2016-07-11,0.0,0.0,0.0
A,2016-07-13,0.713416,0.237805,0.47561
A,2016-07-22,0.0,0.237805,-0.237805
A,2016-07-27,0.800437,0.504618,0.29582
A,2016-08-04,0.0,0.266812,-0.266812
A,2016-08-05,0.0,0.266812,-0.266812
A,2016-08-09,0.0,0.0,0.0
A,2016-08-16,0.89192,0.297307,0.594613
A,2016-08-17,-0.063132,0.276263,-0.339395
A,2016-08-18,0.018258,0.282349,-0.26409
A,2016-09-02,0.0,-0.014958,0.014958
A,2016-09-07,0.429007,0.149089,0.279919
A,2016-09-21,0.0,0.143002,-0.143002
A,2016-10-11,0.526497,0.318501,0.207995
A,2016-10-17,0.814893,0.44713,0.367763
A,2016-10-25,0.609398,0.650262,-0.040865
A,2016-11-03,0.919396,0.781229,0.138167
A,2016-11-08,0.0,0.509598,-0.509598
A,2016-11-10,-0.445935,0.15782,-0.603755
A,2016-11-14,0.866083,0.14005,0.726034
A,2016-11-15,0.093396,0.171182,-0.077785
A,2016-11-16,-0.322396,0.212361,-0.534757
A,2016-11-17,0.0,-0.076333,0.076333
A,2016-11-30,0.0,-0.107465,0.107465
A,2016-12-06,-0.096688,-0.032229,-0.064459
A,2016-12-09,0.0,-0.032229,0.032229
A,2016-12-20,0.0,-0.032229,0.032229
A,2017-01-04,0.091996,0.030665,0.061331
A,2017-01-11,0.0,0.030665,-0.030665
A,2017-01-18,0.0,0.030665,-0.030665
